"CODESTAB","DESCESTAB"
"2499037","HOSP MATERN LUZIA T DA COSTA"
"2499045","UNIDADE MISTA DE UMARI"
"2499053","CASA DE SAUDE MATERN N SRA LOURDES"
"2499312","HOSPITAL E MATERNIDADE NOSSA SENHORA DOS MILAGRES"
"2499339","HOSPITAL GERAL DR JOSE ARCANJO NETO"
"2499363","HGCC HOSPITAL GERAL DR CESAR CALS"
"2499479","UNIDADE BASICA DE SAUDE NOVA ALMEIDA"
"2499568","MOVIMENTO DE EDUCACAO PROMOCIONAL DO ESPIRITO SANTO"
"2499584","HOSPITAL SAMA - MINACU"
"2499827","USF 05 SERRAMBI"
"2499835","UNIDADE MISTA ADELINA DE AZEVEDO"
"2499843","UNIDADE MISTA MARIA GAIAO GUERRA"
"2499851","UNIDADE MISTA NAIDE RAM0S MARANHAO"
"2499975","HOSPITAL DISTRITAL JAILTON MESSIAS DE ALBUQUERQUE"
"2500000","UNIDADE MISTA SANTA TEREZINHA"
"2500078","CASA DE SAUDE E MATERNIDADE ELZA MS BARROS DINIZ"
"2500132","ESF MARLENE NERY RIBEIRO"
"2500388","HOSPITAL DE CLINICAS DR BERMIRO SAGGIORATTO LTDA"
"2503549","HOSPITAL REGIONAL DA POLICIA MILITAR"
"2503654","HOSPITAL RAFAEL FERNANDES"
"2503689","HOSPITAL REGIONAL DR TARCISIO DE VASCONCELOS MAIA"
"2503824","MATERNIDADE ZACARIAS JUNIOR"
"2504316","SOCIEDADE MAE DA DIVINA PROVIDENCIAHOSP N SRA DOS PRAZERES"
"2504324","UNIDADE SANITARIA CENTRAL DE LAGES"
"2504332","HOSPITAL GERAL E MATERNIDADE TEREZA RAMOS"
"2504537","HOSPITAL DISTRITAL DEP MANOEL GONCALVES DE ABRANTES"
"2504545","HOSPITAL M MATERNO INFANTIL DR ANTONIO DE PAIVA GADELHA"
"2504901","HOSPITAL MUNICIPAL DR PEDRO PAULO BARCAUI"
"2504944","HOSPITAL SAO LUCAS"
"2505231","MATERNIDADE MUNICIPAL DE BARREIRAS"
"2505460","CAM CENTRO DE ATENDIMENTO A MULHER"
"2505495","PRONTO ATENDIMENTO DE SAUDE 24 HORAS"
"2505614","ESF DO LIMOEIRO"
"2505703","UBS DRA HELENA BARBOSA"
"2505738","UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA"
"2505762","UNIDADE BASICA DE SAUDE DE NORDESTINA"
"2505819","HOSPITAL MUNICIPAL FLORISVALDO JOSUEL ARAUJO"
"2505835","USF LUIS EDUARDO MAGALHAES RASO"
"2505843","UNIDADE HOSPITALAR CORACAO DE JESUS"
"2505886","HOSPITAL MUNICIPAL DO POVO"
"2506122","HOSPITAL PAINEIRAS"
"2506130","UNIDADE BASICA DE SAUDE DE NILO PECANHA"
"2506157","UNIDADE DE SAUDE DA FAMILIA DE SAO BENEDITO"
"2506211","UNIDADE BASICA DE SAUDE CORACAO DE JESUS"
"2506254","HOSPITAL MUNICIPAL DE NOVA VICOSA"
"2506327","CAIS VILA NOVA"
"2506335","CAIS FINSOCIAL"
"2506572","HOSPITAL MUNICIPAL MILTON FARIA DIAS LARANJEIRA"
"2506599","CENTRO DE SAUDE CLOVES DE ANDRADE VEIGA"
"2506610","UBS DE PARATINGA"
"2506688","CAIS JARDIM CURITIBA"
"2506793","CENTRO DE SAUDE PARQUE DOS BURITIS"
"2506858","MATERNIDADE DONA IRIS"
"2506866","CAIS CANDIDA DE MORAES"
"2506939","PSF RESIDENCIAL ITAIPU"
"2506947","HOSPITAL OLAVO SCHERMER PALMEIRAS DE GOIAS"
"2506971","CENTRO MEDICO"
"2506998","HOSPITAL CRISTO REDENTOR IPORA GO"
"2507048","HOSPITAL SANTA HELENA SANTA HELENA DE GOIAS"
"2507056","HOSPITAL SANTO ANTONIO ANAPOLIS"
"2507080","CENTRO MATERNO SANTOS DANGONE HOSP MUNICIPAL - GOIANIRA"
"2507102","HOSPITAL BANCO DE SANGUE E LABORAT SAO CARLOS GOIANESIA"
"2507129","HOSPITAL E MATERNIDADE JARAGUA"
"2507137","HOSPITAL E MATERNIDADE MENINO JESUS RUBIATABA"
"2507161","HOSPITAL SANTA CECILIA"
"2507188","HOSPITAL DE PRONTO SOCORRO E MATERNIDADE MARIA MADALENA"
"2507218","HOSPITAL NOSSA SENHORA DA PENHA - CORUMBA DE GOIAS"
"2507277","HOSPITAL E MATERNIDADE SANTO ANTONIO PIRANHASGO"
"2507307","HOSPITAL CRISTO REDENTOR PARAUNA"
"2507315","HOSPITAL SAO FRANCISCO DE ASSIS GOIANESIA"
"2507358","SANTA CASA DE MISERICORDIA DE BURITI ALEGRE"
"2507404","UNIDADE DE SAUDE DA FAMILIA I ALVORADA DO NORTE"
"2507420","HOSPITAL MUNICIPAL DE CRIXAS"
"2507447","HOSPITAL REGIONAL DE EUNAPOLIS"
"2507455","HOSPITAL AMES"
"2507498","SECRETARIA MUNICIPAL DE SAUDE DE PAU BRASIL"
"2507676","HOSPITAL MUNICIPAL DE LEOPOLDO DE BULHOES"
"2507692","HOSPITAL GERAL DE BRITANIA"
"2507714","HOSPITAL E MATERNIDADE SANTO ANTONIO MARA ROSA"
"2507803","HOSPITAL GOIANIRA"
"2507862","HOSPITAL E MATERNIDADE N SR DABADIA NIQUELANDIA"
"2507870","HOSPITAL SANTA GEMMA"
"2508079","CESPAM"
"2508125","CLINICA UCP"
"2508141","HOSPITAL ARLETE MAGALHAES"
"2508176","HOSPITAL MUNICIPAL DE PIATA"
"2508214","USF SEDE"
"2508222","HOSPITAL MUNICIPAL DE PINDAI"
"2508486","USF ANDARAI"
"2508532","HOSPITAL MUNICIPAL ISADORA ALENCAR"
"2508540","USF DE SANTO AGOSTINHO"
"2508559","CENTRO DE SAUDE DE PEDRO ALEXANDRE"
"2508583","C ASA DE PARTO DE PEDRO ALEXANDRE"
"2508893","CENTRO DE SAUDE DE PIRAI DO NORTE"
"2508915","HOSPITAL MUNICIPAL DR CARLOS AYRES DE ALMEIDA"
"2509040","HOSPITAL MUNICIPAL DE PRESIDENTE DUTRA"
"2509113","CLIMEP"
"2509237","UNIDADE BASICA DE SAUDE DA FAMILIA SANTA RITA"
"2509245","HOSPITAL MUNICIPAL DR RAFAEL JAMBEIRO"
"2509326","UNIDADE BASICA DE SAUDE"
"2509369","HOSPITAL SAO PEDRO"
"2509377","CASA DE SAUDE DE REMANSO"
"2509474","ASSISTENCIA MEDICA UROGIN ATM HOSPITALAR"
"2509539","USF JOAQUIM CAETANO DOS SANTOS"
"2509547","CENTRO DE SAUDE ADELINO FERNANDES DE OLIVEIRA"
"2509628","SINDICATO"
"2509636","HOSPITAL DE RIO DE CONTAS"
"2509776","UNIDADE DE SAUDE DA FAMILIA DE RIO DO ANTONIO"
"2509784","U S F IBITIRA I"
"2509830","HOSPITAL DO SIND DOS TRAB RURAIS DE RIO DO PIRES"
"2509849","CASA DE PARTO CARMINA GOMES DE ALMEIDA"
"2509903","UNIDADE DE SAUDE DA FAMILIA PROF NELSON BARROS"
"2509954","HOSPITAL E MATERNIDADE MUNICIPAL MARIA FERREIRA DE B RABELO"
"2510065","CASA DE PARTO DR CLEMENCEAU TEIXEIRA"
"2510189","SANATORIO N SR DE FATIMA"
"2510251","UNIDADE DE SAUDE DR CARLOS CAJAZEIRA"
"2510278","HOSPITAL MUNICIPAL PETRONILHO EVANGELISTA DOS SANTOS"
"2510391","HOSPITAL REGIONAL DE RUY BARBOSA"
"2510472","USF PORTO DA TELHA"
"2510499","UNIDADE DE TRANCOSO I"
"2510529","UNIDADE DO MIRANTE CARAVELAS"
"2510553","UNIDADE DE VERA CRUZ I"
"2510618","UNIDADE DE ITAPORANGA"
"2510677","PA E CASA DE PARTO DO ARRAIAL DAJUDA"
"2510715","UNIDADE INDIGENA II IMBIRIBA ALDEIA VELHA"
"2510782","HOSPITAL PROFESSOR JOSE MARIA DE MAGALHAES NETTO"
"2510871","UNIDADE DE SAUDE DA FAMILIA DR NELSON BARROS"
"2510936","HOSPITAL E MATERNIDADE MUNICIPAL MARIA LEANDRA"
"2511215","CENTRO MEDICO SANTALUZ"
"2511223","CASA DE SAUDE DR RENATO GONSALVES"
"2511274","UBSF RIO DA PRATA"
"2511347","UBS BAKITAS"
"2511495","UBSF MORRO DO MEIO"
"2511738","PA 24 HORAS ITAUM"
"2512076","CLINICA MATERNA"
"2512084","UNIDADE MISTA DR OTTO ALENCAR"
"2512130","PSF ALEXANDRE BARBOSA SEDE"
"2512149","HOSPITAL DR GIVALDO FONTES COSTA"
"2512483","UNIDADE SANITARIA PEDRO GENESIO MASS"
"2512653","AMBULATORIO GERAL GUILHERME JENSEN ITOUPAVA CENTRAL"
"2512688","AMBULATORIO GERAL HAROLDO BACHMANN VELHA"
"2512718","AMBULATORIO GERAL IRMA MARTA ELISABETHA KUNZMANN GARCIA"
"2512874","UNIDADE SANITARIA HEINZ SCHUTZ"
"2513269","ESF ANGELO DE CAETANO I"
"2513773","UNIDADE SANITARIA PREFEITO ALWIN KLOTZ"
"2513838","HOSPITAL E MATERNIDADE RIO DO TESTO"
"2514028","POLICLINICA SAO VICENTE"
"2514087","UNIDADE BASICA DE SAUDE CORDEIROS"
"2514141","UNIDADE DE SAUDE JARDIM ESPERANCA"
"2514222","CENTRO DE SAUDE DE PALMEIRAS"
"2514281","MEMORIAL FATIMA OLADEJO HOSPITAL"
"2514311","HOSPITAL MUNICIPAL DR FRANCISCO FLORES"
"2514362","UNIDADE MISTA MATER E P A EDUARDO GOMES BRITO"
"2514435","HOSPITAL MATERNIDADE EDITE NOGUEIRA RANGEL"
"2514451","HOSPITAL NOSSA SENHORA DA VITORIA"
"2514486","PA JOSE JULIO MAGALHAES PORTO"
"2514621","HOSPITAL OCTAVIO PEDREIRA"
"2514710","SANTA CASA DE CASCAVEL"
"2514729","HOSP GERAL IGNEZ ANDREAZZA"
"2515067","CLINICA DR PAULO HILARIAO"
"2515075","POLICLINICA SENHOR DO BONFIM"
"2515229","HOSPITAL MUNICIPAL DE PEIXE"
"2515237","HOSPITAL DE PEQUENO PORTE DE FIGUEIROPOLIS"
"2515245","CENTRO DE SAUDE DE MURICILANDIA"
"2515369","HOSPITAL PANAMERICANO"
"2515415","HOSPITAL MADRE MAZZARELLO - PORTO VELHO"
"2515423","HOSPITAL PRONTOCOR"
"2515431","COMPLEXO HOSPITALAR CENTRAL"
"2515458","HOSPITAL DAS CLINICAS PORTO VELHO"
"2515466","HOSPITAL 9 DE JULHO"
"2515504","CASA DE SAUDE BOM JESUS ARIQUEMES"
"2515520","CLIMED"
"2515598","CLINICAS MASTERPLASTICA MONTE SINAI"
"2515601","HOSPITAL SAO FRANCISCO"
"2515628","HOSPITAL SAO JOSE ARIQUEMES"
"2515636","CLINICA SANTA PILAR ARIQUEMES"
"2515652","HOSPITAL E MATERNIDADE SANTA RITA ARIQUEMES"
"2515733","LABORATORIO DE PATOL E CITOP MACHADINHO DOESTE"
"2515768","HOSPITAL BOM PASTOR GUAJARAMIRIM"
"2515865","HOSPITAL CLISMAR JIPARANA"
"2515989","HOSPITAL BOM JESUS"
"2515997","HOSPITAL E MATERNIDADE SANTA HELENA"
"2516012","HOSPITAL INFANTIL E MATERNIDADE MENINO JESUS  CACOAL"
"2516039","HOSPITAL E MATERNIDADE PRINCESA IZABEL  PIMENTA BUENO"
"2516047","HOSPITAL E MATERNIDADE SAO FRANCISCO PIMENTA BUENO"
"2516071","HOSPITAL SAO MATEUS PIMENTA BUENO"
"2516144","HOSPITAL STELLA MARIS JIPARANA"
"2516276","HOSPITAL SAO LUCAS DE OURO PRETO"
"2516284","HOSPITAL MATER DEI OURO PRETO DO OESTE"
"2516292","HOSPITAL BOM JESUS OURO PRETO DO OESTE"
"2516381","HOSPITAL DOS ACIDENTADOS CACOAL"
"2516500","HOSPITAL PARECIS"
"2516586","HOSPITAL E MATERNIDADE SAO JOSE ROLIM DE MOURA"
"2516594","HOSPITAL E MATERNIDADE BOM JESUS LTDA ROLIM DE MOURA"
"2516632","HOSP DR MOURA FERREIRA"
"2516640","HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA PARANGABA"
"2516667","HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA MESSEJANA"
"2516683","HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA ANTONIO BEZERRA"
"2516764","HOSPITAL GERAL DE PAUDALHO"
"2517019","HOSPITAL DAS CLINICAS DO CARPINA"
"2517116","ECO CLINICA LTDA"
"2517124","CLINICA SAO FRANCISCO"
"2517132","HOSPITAL SANTA JOANA"
"2517140","HOSPITAL MEMORIAL SAO JOSE"
"2517167","HOSPITAL SANTA MARTA"
"2517523","DAVAUS CENTRO MEDICO HOSPITALAR"
"2517582","CENTRO DE FISIOTERAPIA E REABILITACAO"
"2517620","HOSPITAL DIA E AMBULATORIO MUNICIPAL DE BARREIRAS"
"2517698","CLINICA SANTA MONICA"
"2517744","COTEFI"
"2517752","CASA DE SAUDE SAO JOAO"
"2517825","HOSPITAL CENTRAL DE BARREIRAS"
"2517949","MATERNIDADE E HOSPITAL SAO JUDAS TADEU"
"2518058","HOSPITAL SANTA MARIA"
"2518090","HOSPITAL SANTA TEREZINHA"
"2518147","HOSPITAL SAO SALVADOR"
"2518155","HOSPITAL RENAISSANCE LTDA"
"2518163","IMO INSTITUTO DE MASTOLOGIA E ONCOLOGIA"
"2518279","CORPUS CLINICA"
"2518392","MATERNIDADE ELA"
"2518406","HOSPITAL E MATERNIDADE JARDIM AMERICA"
"2518414","HOSPITAL DA MULHER"
"2518457","HOSPITAL SANTA HELENA"
"2518473","AMPARO HOSPITAL E MATERNIDADE"
"2518988","HOSPITAL BURITI"
"2518996","HOSPITAL ANGELICA"
"2519089","HOSPITAL E MATERNIDADE DOM BOSCO"
"2519151","HOSPITAL SANTA CATARINA"
"2519208","HOSPITAL ORTOPEDICO DE GOIANIA GERALDO PEDRA"
"2519275","HOSPITAL DO CORACAO"
"2519291","FEMINA MATERNIDADE"
"2519348","CLINICA AMPARHO"
"2519356","MATERNIDADE MODELO"
"2519429","HOSPITAL SANTA MONICA"
"2519445","HOSPITAL REGIONAL DE CRIXAS"
"2519496","HOSPITAL MODELO REGIONAL"
"2519526","HOSPITAL SANTA GENOVEVA"
"2519569","HOSPITAL MUNICIPAL NOSSA SRA DAS GRACAS RIALMA"
"2519577","HOSPITAL SAO FRANCISCO PIRANHAS"
"2519585","HOSPITAL SAO VICENTE RUBIATABA"
"2519593","HOSPITAL MUNICIPAL DE IPORA"
"2519879","HCA"
"2519887","CETRO"
"2520028","CLINICA E MATERNIDADE SANTA TEREZA"
"2520168","HOSPITAL DOCENTE ASSISTENCIAL CELIA ALMEIDA LIMA"
"2520265","UNIDADE DE SAUDE DA FAMILIA DE MURIBECA"
"2520311","AME"
"2520427","USF DONA SINHA"
"2520524","MATERNIDADE MUNICIPAL DE JUAZEIRO"
"2520583","HOSPITAL MUNICIPAL PROFESSOR JOSE MARIA DE MAGALHAES NETO"
"2520613","HOSPITAL NOSSA SENHORA DA POMPEIA"
"2521296","HOSPITAL BETHESDA"
"2521385","HOSPITAL DONA HELENA"
"2521431","CENTRO HOSPITALAR UNIMED"
"2521695","HOSPITAL RIO NEGRINHO"
"2521792","HOSPITAL E MATERNIDADE SAGRADA FAMILIA"
"2521873","HOSPITAL BEATRIZ RAMOS"
"2522101","HOSPITAL SANTA CATARINA"
"2522209","HOSPITAL MISERICORDIA"
"2522411","HOSPITAL AZAMBUJA"
"2522489","ASSOCIACAO HOSPITAL E MATERNIDADE DOM JOAQUIM"
"2522691","HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN"
"2522748","UNIDADE SANITARIA DE SANTA LEOPOLDINA"
"2522772","ESF DE JOSE DE ANCHIETA"
"2523051","HOSPITAL MATERNIDADE DE SAPEACU"
"2523132","HOSPITAL MUNICIPAL DE SAO GABRIEL"
"2523256","PSF DA SEDE"
"2523264","PSF DE PIRANHAS"
"2523272","PSF EDVARDES FERNANDES LARANJEIRAS"
"2523299","HOSPITAL MUNICIPAL VALTER ROCHA"
"2523302","UNIDADE BASICA DE SAUDE I"
"2523310","HOSPITAL MATERNIDADE DR HEITOR SENTO SE"
"2523396","UNIDADE MISTA HOSPITAL MUNICIPAL SANTO ANTONIO"
"2523477","UBS NOSSA SENHORA DA CONCEICAO"
"2523507","CASA DE SAUDE ANACLETA DE PAULA"
"2523515","HOSPITAL MUNICIPAL MARCUS ALLAN DE CASTRO ROCHA"
"2523779","HOSPITAL DR FRANCINO BORGES DOS REIS"
"2523787","HOSPITAL MUNICIPAL NOSSA SENHORA DA SAUDE"
"2523809","UNIDADE BASICA DE SAUDE ANTONIO RAMALHO"
"2523892","HOSPITAL REGIONAL DE SAUDE"
"2523981","CONSULTORIO DR ANTONIO JAIRO"
"2524163","HOSPITAL MUNICIPAL DE SOBRADINHO"
"2524597","CLAUDIONOR FERREIRA"
"2524643","CENTRO DE SAUDE DE SOBRADINHO"
"2524686","HOSPITAL JOAO CAMPOS"
"2524740","HOSPITAL MUNICIPAL DR IOMAR MEIRELES"
"2524775","UNIDADE DE SAUDE DA FAMILIA JOSE BARRETO"
"2524805","HOSPITAL MUNICIPAL DR JOSE NERY"
"2524848","FUNDACAO HOSPITALAR DO MUNICIPIO DE TEOLANDIA"
"2524856","UNIDADE DE SAUDE DA FAMILIA PASTOR JOAO MANOEL DOS SANTOS"
"2524872","UNIDADE MISTA DE SAUDE DR OTTO ALENCAR"
"2524996","APMIU"
"2525062","HOSPITAL MUNICIPAL JONIVAL LUCAS"
"2525208","CENTRO DE SAUDE DE TREMEDAL"
"2525259","HOSPITAL MUNICIPAL DE UAUA"
"2525445","UNIDADE DE SAUDE DA FAMILIA ANDRONICO SILVA"
"2525453","HOSPITAL DR CESAR MONTEIRO PIRAJA"
"2525461","UNIDADE BASICA DE SAUDE DE UMBURANAS"
"2525518","UNIDADE DE SAUDE DA FAMILIA DA SEDE"
"2525526","CASA DE PARTO DR JEOVANDO LOPES DE ALMEIDA"
"2525534","UNIDADE BASICA DE SAUDE DE UTINGA"
"2525569","HOSPITAL MANOEL NOVAES"
"2525658","HOSPITAL E MATERNIDADE ANA LUCIA MAGALHAES"
"2525712","1A UNIDADE BASICA DE SAUDE DE VALENCA"
"2525801","3A UNIDADE BASICA DE SAUDE DE VALENCA"
"2525933","HOSPITAL DR HEITOR GUEDES DE MELLO"
"2526042","HOSPITAL MUNICIPAL JOAO SALES RIOS"
"2526069","UNIDADE DE SAUDE DA FAMILIA DE VARZEA DO MEIO"
"2526093","HOSPITAL PADRE ALFREDO HAASLER"
"2526131","CENTRO DE SAUDEUNIDADE BASICA"
"2526174","POSTO DE SAUDE DE SAO JOSE DE VEREDA"
"2526239","HOSPITAL DR PANTALEAO SOARES DE MELLO"
"2526247","UNIDADE DA SAUDE DA FAMILIA DA SEDE"
"2526255","UNIDADE DE SAUDE DA FAMILIA DO COCAO"
"2526360","UNIDADE DE SAUDE DA FAMILIA DR ALFREDO HENRIQUE SAMPAIO"
"2526379","HOSPITAL SENHOR DO BONFIM"
"2526387","HOSPITAL MUNICIPAL DE MURITIBA"
"2526468","POSTO DE SAUDE JOVELINO HORA ALMEIDA PSF"
"2526476","MARIA DE LOURDES OLIVEIRA DE ALMEIDA"
"2526492","HOSPITAL EDMIR SOUZA COSTA"
"2526506","USF RIACHO DO CLEMENTE"
"2526514","UNIDADE DE SAUDE DA FAMILIA SEDE"
"2526557","FUNDACAO HOSPITALAR DE ITACARE"
"2526573","UNIDADE BASICA DE SAUDE DE ITAJUIPE"
"2526638","SOPAI HOSPITAL INFANTIL LUIS FRANCA"
"2526662","HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA"
"2526670","HOSPITAL MUNICIPAL FRANCISCO NOGUEIRA DE QUEIROZ"
"2527065","HOSPITAL MUNICIPAL JOAO MUNIZ"
"2527294","POSTO DE SAUDE DE SAO ROMAO"
"2527391","HOSP MATERN MADRE ROSA GATTORNO"
"2527413","HOSPITAL E MATERNIDADE REGIONAL SAO FRANCISCO"
"2527561","CENTRO DE SAUDE DE MAURITI SESA"
"2527669","UNID MISTA RAIMUNDO PAIVA DIOGENES"
"2527677","HOSPITAL MUNICIPAL SANTA ROSA DE LIMA"
"2527685","HOSPITAL MATERNIDADE SANTA RITA"
"2527693","CASA DE SAUDE MATERNIDADE CELESTINA COLARES"
"2527707","HOSPITAL SAO RAIMUNDO"
"2527715","CLINICA DR GASPAR"
"2528002","POSTO DE SAUDE DE JERICOACOARA"
"2528029","UNIDADE DE PSF ALENCAR I"
"2528169","UNIDADE DE PSF COHAB"
"2528282","HOSP MATERN DR LUIS G FONSECA MOTA"
"2528517","CENTRO DE SAUDE DE UBAJARA"
"2528711","PRONTO SOCORRO PRONTOMEDICO"
"2528819","C S F SEN FERNANDES TAVORA"
"2528843","HOSPITAL DISTRITAL DR FERNANDES TAVORA"
"2529068","HOSPITAL DISTRITAL GONZAGA MOTA JOSE WALTER"
"2529149","IJF INSTITUTO DR JOSE FROTA CENTRAL"
"2529386","HOSPITAL MENINO JESUS"
"2529394","HOSPITAL PSIQUIATRICO SAO VICENTE DE PAULO"
"2529556","HOSP MUNIC DR DEOCLECIO LIMA VERDE"
"2529564","HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO"
"2529629","POSTO DE SAUDE BURITIRANA"
"2529696","UNIDADE MISTA SAO RAIMUNDO NONATO"
"2529769","CLINICA NOSSA SENHORA DO ROSARIO LTDA"
"2529777","UNIDADE MISTA ANTONIO MENDES JARDIM"
"2529874","UNIDADE BASICA DE SAUDE DE IGARAPE DOS INDIOS"
"2529882","UNIDADE BASICA DE SAUDE DE SAO PEDRO DO CARU"
"2529890","UNIDADE BASICA DE SAUDE DO CENTRO DO OSCAR"
"2529904","UNIDADE BASICA DE SAUDE DA VARIG"
"2529920","CENTRO DE SAUDE SANTA TEREZINHA"
"2529963","UNIDADE BASICA DE SAUDE DA VILA BANDEIRANTES"
"2529971","UNIDADE BASICA DE SAUDE DA VILA NOVO JARDIM"
"2529998","UNIDADE BASICA DE SAUDE DE SANTA LUZ"
"2530007","UNIDADE BASICA DE SAUDE DO NOVO CARU"
"2530015","POSTO DE SAUDE DO ROSARIO"
"2530031","HOSPITAL ADROALDO ALVES MATOS"
"2530139","UNIDADE DE SAUDE DA FAMILIA JOAQUIM DA SILVA"
"2530228","CENTRO DE SAUDE DE ARAGUANA"
"2530236","HOSPITAL REGIONAL ADELIA MATOS FONSECA"
"2530260","UNIDADE MISTA DE SAUDE DE BEQUIMAO"
"2530473","HOSPITAL RUI BANDEIRA"
"2530562","CENTRO DE SAUDE NAZARE NEIVA"
"2530651","CLINICA SANTA CLARA"
"2531046","POLIBAO"
"2531208","INCOR SANTA MONICA"
"2531216","HOSPITAL SANTA MARIA"
"2531313","UBS PARQUE ALVORADA E VILINHA"
"2531348","HOSPITAL SAO RAFAEL"
"2531526","CENTRO DE SAUDE DE TRES LAGOS"
"2531631","UNIDADE BASICA DE SAUDE DO POVOADO UNHA DE GATO"
"2531674","UNIDADE BASICA DE SAUDE IRMA MARTA"
"2531682","HOSPITAL NOSSA SENHORA DOS ANJOS"
"2531690","SINDICATO DOS TRABALHADORES RURAIS DE OLHO DAGUA DAS CUNHAS"
"2531771","HOSPITAL MUNICIPAL DR MILTON LOPES"
"2531798","HOSPITAL REGIONAL DE ARAIOSES"
"2531801","HOSPITAL MUNICIPAL DR ANTENOR VIEIRA DE MORAES"
"2531836","HOSPITAL MUNICIPAL ANTONIO DA ROCHA MARTINS"
"2531933","CLINICA SAO SEBASTIAO LTDA"
"2532093","UNIDADE MISTA MARIA HELENA FREIRE"
"2532182","INSTITUTO ORTOPEDICO DE PALMAS"
"2532190","HOSPITAL MADRE REGINA PROTMANN"
"2532255","UNIDADE DE SAUDE DA FAMILIA DE ARATUBA"
"2532344","UNIDADE DE SAUDE DA FAMILIA DE MAR GRANDE"
"2532387","HOSPITAL MUNICIPAL DE SIMOES FILHO"
"2532395","UNIDADE BASICA DE SAUDE PROF JOSE MARIA DE MAGALHAES NETTO"
"2532492","UNIDADE BASICA DE SAUDE DE BREJOLANDIA"
"2532522","HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES"
"2532530","HOSPITAL MUNICIPAL DE CRUZ DAS ALMAS"
"2532549","HOSPITAL MUNICIPAL DILTON BISPO DE SANTANA"
"2532638","HOSPITAL E MAT JOSEFA ISMAEL SOBRAL"
"2532883","HOSPITAL MARIA AMELIA SANTOS"
"2532891","PROMATER DIAS DAVILA"
"2533057","HOSPITAL ANTENOR ALVES DA SILVA"
"2533146","CLINICA DR ANTONIO"
"2533162","HOSPITAL GERAL SANTA LUZIA"
"2533200","CLISEI"
"2533219","AMI"
"2533413","HOSPITAL MUNICIPAL DR PAULO SOUTO"
"2533480","HOSPITAL NAIR ALVES DE SOUZA"
"2533677","CENTRO DE SAUDE DR HENRIQUE SOUZA CHAVES"
"2533685","CENTRO DE SAUDE DE VERA"
"2533715","CENTRO DE SAUDE CIDADE NOVA"
"2534010","FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL DE ITAUBA"
"2534134","UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA"
"2534223","CENTRO DE SAUDE DE CLAUDIA"
"2534231","MATERNIDADE JACARANDAS"
"2534444","HOSPITAL DE CANCER DE MATO GROSSO"
"2534460","HOSPITAL REGIONAL DR ANTONIO FONTES"
"2534517","HOSPITAL JOSE P SILVEIRA ITAPACI"
"2534525","HOSPITAL MUNICIPAL CESAR CALDAS CARMO DO RIO VERDE"
"2534576","LABORATORIO NOSSA SENHORA APARECIDA ANAPOLIS"
"2534584","HOSPITAL MUNICIPAL IRMA FANY DURAN GOIANESIA"
"2534649","HOSPITAL NOSSA SENHORA DE LOURDES FORMOSA"
"2534665","HOSPITAL NOSSA SENHORA MONT SERRAT"
"2534754","HOSPITAL NOSSA SENHORA DO ROSARIO"
"2534789","HOSPITAL MUNICIPAL SANTA EFIGENIA NIQUELANDIA"
"2534797","HOSPITAL MUNICIPAL DE HIDROLINA"
"2534835","HOSPITAL MUNICIPAL DE CRISTIANOPOLIS"
"2534878","INSTITUTO MEDICO SAMARITANO PORANGATU"
"2534886","HOSPITAL DAS CLINICAS NAZIOZENO CRIXAS"
"2534916","UNIDADE MISTA HOSPITALAR ALVORADA DO NORTE"
"2534924","HOSPITAL MUNICIPAL DE MONTE ALEGRE DE GOAIS"
"2534932","HOSP MUN MALVINA HERCULANO SIZERVINSK COLINAS DO SUL GO"
"2534940","HOSPITAL MUNICIPAL DE IACIARA"
"2534967","HOSPITAL MUNICIPAL DE FORMOSA"
"2535130","HOSPITAL E MATERNIDADE SANTA CLARA JUSSARA"
"2535157","HOSPITAL MUNICIPAL DE ITAPURANGA"
"2535165","HOSPITAL MUNICIPAL DE MOZARLANDIA"
"2535181","HOSPITAL MUNICIPAL JOSE XAVIER DE CASTRO CACHOEIRA DOURADA"
"2535211","HOSPITAL MUNICIPAL MARIA ROSALINA GOMES IVOLANDIA"
"2535238","HOSPITAL MUNICIPAL SANTA CLARA BOM JARDIM DE GOIAS"
"2535270","HOSPITAL MUNICIPAL DE STA TEREZINHA DE GOIAS"
"2535297","UNIDADE DE SAUDE DA FAMILIA PSF DIVINOPOLIS"
"2535319","CENTRO DE SAUDE AFONSO PEDROSO DE SOUSA"
"2535327","HOSPITAL MUNICIPAL DE FLORES DE GOIAS"
"2535408","HOSPITAL SAO CAMILO TRINDADE"
"2535432","INSTITUTO SAO VICENTE DE PAULO HOSPITAL LUCIANO CHAVES"
"2535513","CASA DE DIALISE DE INAN"
"2535521","HOSPITAL MUNICIPAL SAO TOMAZ DE AQUINO COCALZINHOGO"
